dtimestamp,water_type,air_temp_C,air_humidity_pct,pH,turbidity_voltage_V,absorbance,water_temp_C
2026-03-15T13:01:05,fertilizer_water,22.6,29.0,3.370516666805628,3.1666875,,22.625
2026-03-15T13:01:16,fertilizer_water,22.6,28.0,3.50851666680488,3.1479375000000003,,22.562
2026-03-15T13:01:27,fertilizer_water,22.6,28.0,3.491266666804975,3.1376250000000003,,22.562
2026-03-15T13:01:38,fertilizer_water,22.6,28.0,3.368216666805644,3.1109999999999998,,22.562
2026-03-15T13:01:49,fertilizer_water,22.6,28.0,3.3107166668059556,3.12525,,22.562
2026-03-15T13:02:00,fertilizer_water,22.7,28.0,3.400416666805466,3.1513124999999995,,22.562
2026-03-15T13:02:11,fertilizer_water,22.6,28.0,3.559116666804602,3.1858125,,22.562
2026-03-15T13:02:22,fertilizer_water,22.6,28.0,3.364766666805661,3.1515,,22.562
2026-03-15T13:02:34,fertilizer_water,22.6,28.0,3.4464166668052165,3.135,,22.562
2026-03-15T13:02:45,fertilizer_water,22.6,27.0,3.4866666668049966,3.0333750000000004,,22.562
2026-03-15T13:02:56,fertilizer_water,22.6,28.0,3.34981666680574,3.1494375000000003,,22.562
2026-03-15T13:03:07,fertilizer_water,22.6,28.0,3.3210666668059012,3.1216875,,22.562
2026-03-15T13:03:18,fertilizer_water,22.6,28.0,3.3348666668058264,3.1685625,,22.562
2026-03-15T13:03:29,fertilizer_water,22.6,28.0,3.4291666668053082,3.2684999999999995,,22.562
2026-03-15T13:03:40,fertilizer_water,22.6,28.0,3.522316666804805,3.1621875000000004,,22.5
2026-03-15T13:03:51,fertilizer_water,22.6,28.0,3.313016666805943,3.1321875000000006,,22.5
2026-03-15T13:04:02,fertilizer_water,22.7,28.0,3.5257666668047847,3.2566875,,22.437
2026-03-15T13:04:13,fertilizer_water,22.7,29.0,3.5625666668045852,3.309,,22.375
2026-03-15T13:04:24,fertilizer_water,22.7,28.0,3.1198166668069938,3.1486875,,22.375
2026-03-15T13:04:35,fertilizer_water,22.7,28.0,3.5556666668046226,3.2525625000000002,,22.437
2026-03-15T13:04:46,fertilizer_water,22.7,27.0,3.3268166668058683,3.144375,,22.437
2026-03-15T13:04:57,fertilizer_water,22.8,25.0,3.522316666804805,3.2244374999999996,,22.437
2026-03-15T13:05:09,fertilizer_water,22.8,28.0,3.387766666805536,3.3168750000000005,,22.5
2026-03-15T13:05:20,fertilizer_water,22.8,27.0,3.47746666680505,3.23925,,22.5
2026-03-15T13:05:31,fertilizer_water,22.8,26.0,3.3808666668055736,3.294375,,22.5
2026-03-15T13:05:42,fertilizer_water,22.8,26.0,3.514266666804847,3.287625,,22.5
2026-03-15T13:05:53,fertilizer_water,22.8,25.0,3.3463666668057606,3.3181874999999996,,22.5
2026-03-15T13:06:04,fertilizer_water,22.8,25.0,3.4326166668052913,3.3166875,,22.437
2026-03-15T13:06:15,fertilizer_water,22.8,25.0,3.492416666804967,3.33,,22.5
2026-03-15T13:06:26,fertilizer_water,22.8,25.0,3.384316666805553,3.2480625,,22.5
2026-03-15T13:06:37,fertilizer_water,22.8,25.0,3.5372666668047223,3.304125,,22.5
2026-03-15T13:06:48,fertilizer_water,22.8,25.0,3.3406166668057935,3.2960625,,22.5
2026-03-15T13:06:59,fertilizer_water,22.8,25.0,3.5108166668048675,3.3341250000000002,,22.5
2026-03-15T13:07:10,fertilizer_water,22.8,25.0,3.485516666805001,3.3009375,,22.5
2026-03-15T13:07:21,fertilizer_water,22.8,26.0,3.3935166668055032,3.2683125000000004,,22.5
2026-03-15T13:07:32,fertilizer_water,22.8,25.0,3.3624666668056733,3.2424375,,22.5
2026-03-15T13:07:44,fertilizer_water,22.8,27.0,3.4073166668054284,3.275625,,22.5
2026-03-15T13:07:55,fertilizer_water,22.8,26.0,4.9816666667968725,3.2859375,,22.5
2026-03-15T13:08:06,fertilizer_water,22.8,26.0,3.4429666668052334,3.2484374999999996,,22.5
2026-03-15T13:08:17,fertilizer_water,22.8,28.0,3.436066666805271,3.2793750000000004,,22.5
2026-03-15T13:08:28,fertilizer_water,22.8,29.0,3.4843666668050126,3.0907500000000003,,22.5
2026-03-15T13:08:39,fertilizer_water,22.7,29.0,3.474016666805067,3.2420625000000003,,22.5
2026-03-15T13:08:50,fertilizer_water,22.7,29.0,3.471716666805083,3.2559375000000004,,22.5
2026-03-15T13:09:01,fertilizer_water,22.7,29.0,3.4694166668050883,3.2439375000000004,,22.5
2026-03-15T13:09:12,fertilizer_water,22.7,29.0,3.3383166668058024,3.279,,22.5
2026-03-15T13:09:23,fertilizer_water,22.7,28.0,3.373966666805611,3.2679375000000004,,22.5
2026-03-15T13:09:34,fertilizer_water,22.7,28.0,3.3969666668054863,3.3033750000000004,,22.5
2026-03-15T13:09:45,fertilizer_water,22.7,27.0,3.3866166668055406,3.309,,22.5
2026-03-15T13:09:56,fertilizer_water,22.6,28.0,3.451016666805195,3.2775,,22.5
2026-03-15T13:10:07,fertilizer_water,22.6,27.0,3.4429666668052334,3.2668125000000003,,22.5
2026-03-15T13:10:19,fertilizer_water,22.6,29.0,3.323366666805885,3.3028125000000004,,22.5
2026-03-15T13:10:30,fertilizer_water,22.6,28.0,3.3969666668054863,3.32775,,22.5
2026-03-15T13:10:41,fertilizer_water,22.6,27.0,1.4132166668162647,3.27975,,22.5
2026-03-15T13:10:52,fertilizer_water,22.6,29.0,3.6223666668042647,3.291,,22.5
2026-03-15T13:11:03,fertilizer_water,22.6,82.0,3.5016166668049173,3.2752499999999998,,22.5
2026-03-15T13:11:14,fertilizer_water,22.6,21.0,3.219866666806446,3.33,,22.5
2026-03-15T13:11:25,fertilizer_water,22.6,22.0,3.34981666680574,3.302625,,22.5
2026-03-15T13:11:36,fertilizer_water,22.6,25.0,3.3268166668058683,3.2514375,,22.5
2026-03-15T13:11:47,fertilizer_water,22.6,24.0,3.388916666805528,3.27975,,22.5
2026-03-15T13:11:58,fertilizer_water,22.6,20.0,3.4602166668051417,3.300375,,22.5
2026-03-15T13:12:09,fertilizer_water,22.6,20.0,3.4728666668050714,3.3176249999999996,,22.5
2026-03-15T13:12:20,fertilizer_water,22.6,20.0,3.471716666805083,3.3170624999999996,,22.5
2026-03-15T13:12:31,fertilizer_water,22.6,20.0,3.4705666668050874,3.320625,,22.5
2026-03-15T13:12:42,fertilizer_water,22.6,20.0,3.4625166668051257,3.3013125,,22.5
2026-03-15T13:12:54,fertilizer_water,22.6,20.0,3.3912166668055157,3.2971875,,22.5
2026-03-15T13:13:05,fertilizer_water,22.6,20.0,3.49931666680493,3.3193124999999997,,22.5
2026-03-15T13:13:16,fertilizer_water,22.6,20.0,3.3808666668055736,3.328875,,22.5
2026-03-15T13:13:27,fertilizer_water,22.6,20.0,3.42801666680532,3.3159374999999995,,22.5
2026-03-15T13:13:38,fertilizer_water,,,3.375116666805603,3.3588750000000003,,22.5
2026-03-15T13:13:49,fertilizer_water,22.6,20.0,3.4487166668052005,3.376125,,22.5
2026-03-15T13:14:00,fertilizer_water,22.6,20.0,3.553366666804635,3.3733125,,22.5
2026-03-15T13:14:11,fertilizer_water,22.6,20.0,3.3141666668059386,3.39975,,22.5
2026-03-15T13:14:22,fertilizer_water,22.6,20.0,3.4820666668050215,3.3894375000000005,,22.5
2026-03-15T13:14:33,fertilizer_water,22.6,20.0,3.3774166668055905,3.3875625,,22.5
2026-03-15T13:14:44,fertilizer_water,22.7,25.0,3.3371666668058104,3.3335625,,22.5
2026-03-15T13:14:55,fertilizer_water,22.8,25.0,3.474016666805067,3.3913124999999997,,22.5
2026-03-15T13:15:07,fertilizer_water,,,3.479766666805034,3.4014375,,22.5
2026-03-15T13:15:18,fertilizer_water,22.9,26.0,3.476316666805051,3.3911250000000006,,22.5
2026-03-15T13:15:29,fertilizer_water,,,3.490116666804976,3.399,,22.5
2026-03-15T13:15:40,fertilizer_water,23.2,27.0,3.474016666805067,3.376875,,22.5
2026-03-15T13:15:51,fertilizer_water,23.3,26.0,3.4832166668050135,3.3774375,,22.5
2026-03-15T13:16:02,fertilizer_water,,,3.4832166668050135,3.3991875,,22.562
2026-03-15T13:16:13,fertilizer_water,23.6,26.0,3.4694166668050883,3.3103125,,22.562
2026-03-15T13:16:24,fertilizer_water,23.7,26.0,3.365916666805653,3.370125,,22.5
2026-03-15T13:16:35,fertilizer_water,23.9,26.0,3.4866666668049966,3.4333125,,22.5
2026-03-15T13:16:46,fertilizer_water,24.0,26.0,3.315316666805927,3.4186875,,22.5
2026-03-15T13:16:57,fertilizer_water,24.2,26.0,3.3555666668057107,3.39675,,22.5
2026-03-15T13:17:08,fertilizer_water,24.3,26.0,3.3210666668059012,3.4065,,22.5
2026-03-15T13:17:19,fertilizer_water,24.4,26.0,3.4866666668049966,3.4156874999999998,,22.5
2026-03-15T13:17:31,fertilizer_water,24.6,26.0,3.3958166668054908,3.4224375,,22.5
2026-03-15T13:17:42,fertilizer_water,24.7,26.0,3.4234166668053447,3.4374375000000006,,22.5
2026-03-15T13:17:53,fertilizer_water,,,3.4843666668050126,3.403125,,22.5
2026-03-15T13:18:04,fertilizer_water,,,3.4245666668053367,3.4104375,,22.5
2026-03-15T13:18:15,fertilizer_water,25.1,25.0,3.455616666805163,3.4235625,,22.5
2026-03-15T13:18:26,fertilizer_water,,,3.4820666668050215,3.438375,,22.5
2026-03-15T13:18:37,fertilizer_water,25.3,25.0,3.490116666804976,3.4215,,22.5
2026-03-15T13:18:48,fertilizer_water,25.4,25.0,3.447566666805212,3.3948750000000003,,22.5
2026-03-15T13:18:59,fertilizer_water,25.6,24.0,3.493566666804959,3.43275,,22.5
2026-03-15T13:19:10,fertilizer_water,25.8,22.0,3.383166666805561,3.4245,,22.5
2026-03-15T13:19:21,fertilizer_water,25.9,20.0,3.3509666668057356,3.4475625,,22.5
2026-03-15T13:19:32,fertilizer_water,26.1,18.0,3.330266666805848,3.4425,,22.5
2026-03-15T13:19:43,fertilizer_water,26.1,20.0,3.4199666668053617,3.4123125000000005,,22.5
2026-03-15T13:19:55,fertilizer_water,26.0,20.0,3.4406666668052495,3.4168125,,22.5
2026-03-15T13:20:06,fertilizer_water,25.9,20.0,3.3923666668055112,3.2501249999999997,,22.5
2026-03-15T13:20:17,fertilizer_water,,,3.5326666668047473,3.4265625,,22.5
2026-03-15T13:20:28,fertilizer_water,25.8,33.0,3.439516666805254,3.417375,,22.5
2026-03-15T13:20:39,fertilizer_water,25.6,30.0,3.4291666668053082,3.4175625,,22.5
2026-03-15T13:20:50,fertilizer_water,25.4,29.0,3.3981166668054783,3.471,,22.5
2026-03-15T13:21:01,fertilizer_water,25.4,28.0,3.311866666805944,3.3571875,,22.5
2026-03-15T13:21:12,fertilizer_water,25.3,28.0,3.3199166668059057,3.4411875000000003,,22.5
2026-03-15T13:21:23,fertilizer_water,25.2,27.0,3.3245166668058808,3.46125,,22.5
2026-03-15T13:21:34,fertilizer_water,25.0,27.0,3.4027166668054534,3.46425,,22.5
2026-03-15T13:21:45,fertilizer_water,25.0,27.0,3.438366666805262,3.473625,,22.5
2026-03-15T13:21:56,fertilizer_water,24.9,27.0,3.421116666805357,3.489375,,22.5
2026-03-15T13:22:07,fertilizer_water,24.8,27.0,3.4843666668050126,3.4483125,,22.5
2026-03-15T13:22:19,fertilizer_water,24.8,27.0,3.4464166668052165,3.469125,,22.5
2026-03-15T13:22:30,fertilizer_water,24.7,28.0,3.4625166668051257,3.4659375,,22.5
2026-03-15T13:22:41,fertilizer_water,24.6,27.0,3.4544666668051747,3.4833749999999997,,22.5
2026-03-15T13:22:52,fertilizer_water,,,3.438366666805262,3.4738125,,22.5
2026-03-15T13:23:03,fertilizer_water,,,3.415366666805383,3.425625,,22.5
2026-03-15T13:23:14,fertilizer_water,24.6,34.0,3.3049666668059814,3.4693125,,22.5
2026-03-15T13:23:25,fertilizer_water,24.7,47.0,3.3429166668057775,3.4788750000000004,,22.5
2026-03-15T13:23:36,fertilizer_water,24.8,20.0,3.4625166668051257,3.4659375,,22.5
2026-03-15T13:23:47,fertilizer_water,24.9,40.0,3.3912166668055157,3.42375,,22.5
2026-03-15T13:23:58,fertilizer_water,25.0,34.0,3.2923166668060553,3.4385624999999997,,22.5
2026-03-15T13:24:09,fertilizer_water,24.9,30.0,3.301516666806002,3.5030625,,22.5
2026-03-15T13:24:20,fertilizer_water,24.9,27.0,3.418816666805366,3.3894375000000005,,22.5
2026-03-15T13:24:31,fertilizer_water,24.8,26.0,3.3107166668059556,3.487875,,22.5
2026-03-15T13:24:42,fertilizer_water,,,3.3268166668058683,3.4141874999999997,,22.5
2026-03-15T13:24:54,fertilizer_water,,,3.30956666680596,3.477375,,22.5
2026-03-15T13:25:05,fertilizer_water,24.6,19.0,3.371666666805627,3.4805624999999996,,22.5
2026-03-15T13:25:16,fertilizer_water,,,3.4096166668054195,3.457875,,22.5
2026-03-15T13:25:27,fertilizer_water,24.6,20.0,3.4751666668050625,3.460125,,22.5
2026-03-15T13:25:38,fertilizer_water,24.5,24.0,3.445266666805221,3.4859999999999998,,22.5
2026-03-15T13:25:49,fertilizer_water,24.5,19.0,3.42801666680532,3.5030625,,22.5
2026-03-15T13:26:00,fertilizer_water,24.4,23.0,3.369366666805636,3.492,,22.5
2026-03-15T13:26:11,fertilizer_water,,,3.3245166668058808,3.5039999999999996,,22.5
2026-03-15T13:26:22,fertilizer_water,24.3,20.0,3.3521166668057276,3.4080000000000004,,22.5
2026-03-15T13:26:33,fertilizer_water,24.3,26.0,3.476316666805051,3.5379375,,22.5
2026-03-15T13:26:44,fertilizer_water,,,3.4314666668052993,3.513,,22.5
2026-03-15T13:26:56,fertilizer_water,24.4,39.0,3.4257166668053287,3.5103750000000002,,22.5
2026-03-15T13:27:07,fertilizer_water,,,3.4326166668052913,3.5038125000000004,,22.5
2026-03-15T13:27:18,fertilizer_water,24.7,20.0,3.3774166668055905,3.5343750000000003,,22.5
2026-03-15T13:27:29,fertilizer_water,,,3.417666666805374,3.5261250000000004,,22.5
2026-03-15T13:27:40,fertilizer_water,,,3.347516666805756,3.7516875,,22.5
2026-03-15T13:27:51,fertilizer_water,25.0,24.0,3.4521666668051836,3.5521875,,22.5
2026-03-15T13:28:02,fertilizer_water,,,3.3981166668054783,3.5343750000000003,,22.5
2026-03-15T13:28:13,fertilizer_water,25.2,24.0,3.4245666668053367,3.517125,,22.562
2026-03-15T13:28:24,fertilizer_water,25.3,24.0,3.476316666805051,3.379125,,22.562
2026-03-15T13:28:35,fertilizer_water,25.3,25.0,3.4245666668053367,3.5424375,,22.5
2026-03-15T13:28:46,fertilizer_water,25.4,25.0,3.3164666668059226,3.5379375,,22.5
2026-03-15T13:28:57,fertilizer_water,25.4,25.0,3.3383166668058024,3.5488125,,22.5
2026-03-15T13:29:09,fertilizer_water,25.5,25.0,3.3958166668054908,3.5291249999999996,,22.5
2026-03-15T13:29:20,fertilizer_water,25.5,25.0,3.371666666805627,3.55875,,22.5
2026-03-15T13:29:31,fertilizer_water,25.5,25.0,3.353266666805723,3.4111875000000005,,22.5
2026-03-15T13:29:42,fertilizer_water,25.5,25.0,3.459066666805146,3.540375,,22.5
2026-03-15T13:29:53,fertilizer_water,25.6,25.0,3.387766666805536,3.5255625000000004,,22.5
2026-03-15T13:30:04,fertilizer_water,25.6,25.0,3.307266666805976,3.5443124999999998,,22.5
2026-03-15T13:30:15,fertilizer_water,,,3.4222666668053456,3.3804375,,22.5
2026-03-15T13:30:26,fertilizer_water,25.8,25.0,3.378566666805586,3.5105625,,22.5
2026-03-15T13:30:37,fertilizer_water,25.8,25.0,3.3268166668058683,3.517125,,22.5
2026-03-15T13:30:48,fertilizer_water,25.8,25.0,3.3567166668057027,3.5233125000000003,,22.5
2026-03-15T13:30:59,fertilizer_water,,,3.4406666668052495,3.5255625000000004,,22.5
2026-03-15T13:31:10,fertilizer_water,25.9,26.0,3.471716666805083,3.5334375,,22.5
2026-03-15T13:31:21,fertilizer_water,,,3.451016666805195,3.5150625,,22.562
2026-03-15T13:31:32,fertilizer_water,26.0,26.0,3.3245166668058808,3.519375,,22.562
2026-03-15T13:31:44,fertilizer_water,,,3.3509666668057356,3.5238750000000003,,22.562
2026-03-15T13:31:55,fertilizer_water,26.0,25.0,3.445266666805221,3.4036874999999998,,22.562
2026-03-15T13:32:06,fertilizer_water,26.0,25.0,3.384316666805553,3.5326875,,22.562
2026-03-15T13:32:17,fertilizer_water,,,3.394666666805499,3.5604375,,22.562
2026-03-15T13:32:28,fertilizer_water,26.1,26.0,3.4429666668052334,3.5463750000000003,,22.562
2026-03-15T13:32:39,fertilizer_water,26.1,26.0,3.4671166668051043,3.5379375,,22.562
2026-03-15T13:32:50,fertilizer_water,,,3.4671166668051043,3.546,,22.562
2026-03-15T13:33:01,fertilizer_water,26.2,26.0,3.3670666668056484,3.53625,,22.562
2026-03-15T13:33:12,fertilizer_water,26.2,26.0,3.345216666805765,3.5566875000000002,,22.562
2026-03-15T13:33:23,fertilizer_water,,,3.3555666668057107,3.5795625,,22.562
2026-03-15T13:33:34,fertilizer_water,26.4,25.0,3.369366666805636,3.5634375,,22.562
2026-03-15T13:33:45,fertilizer_water,26.4,26.0,3.43721666680527,3.5771249999999997,,22.562
2026-03-15T13:33:57,fertilizer_water,,,3.4326166668052913,3.5523750000000005,,22.562
2026-03-15T13:34:08,fertilizer_water,26.5,25.0,3.3417666668057855,3.5289375000000005,,22.562
2026-03-15T13:34:19,fertilizer_water,26.5,25.0,3.288866666806072,3.537,,22.562
2026-03-15T13:34:30,fertilizer_water,,,3.2900166668060677,3.4792500000000004,,22.562
2026-03-15T13:34:41,fertilizer_water,26.5,25.0,3.28771666680608,3.5825625,,22.562
2026-03-15T13:34:52,fertilizer_water,26.6,25.0,3.28771666680608,3.5655,,22.562
2026-03-15T13:35:03,fertilizer_water,,,3.3912166668055157,3.4948125,,22.562
2026-03-15T13:35:14,fertilizer_water,,,3.3774166668055905,3.56025,,22.562
2026-03-15T13:35:25,fertilizer_water,,,3.325666666805869,3.5786250000000006,,22.562
2026-03-15T13:35:36,fertilizer_water,26.7,25.0,3.4314666668052993,3.5752500000000005,,22.625
2026-03-15T13:35:47,fertilizer_water,,,3.3348666668058264,3.5741250000000004,,22.562
2026-03-15T13:35:58,fertilizer_water,,,3.3624666668056733,3.5692500000000003,,22.562
2026-03-15T13:36:10,fertilizer_water,26.8,25.0,3.285416666806089,3.549375,,22.625
2026-03-15T13:36:21,fertilizer_water,26.8,25.0,3.3854666668055486,3.5495625000000004,,22.625
2026-03-15T13:36:32,fertilizer_water,,,3.4521666668051836,3.5641875,,22.625
2026-03-15T13:36:43,fertilizer_water,26.9,26.0,3.4084666668054204,3.559125,,22.625
2026-03-15T13:36:54,fertilizer_water,26.9,26.0,3.3613166668056813,3.5606250000000004,,22.625
2026-03-15T13:37:05,fertilizer_water,,,3.441816666805245,3.5300625000000005,,22.625
2026-03-15T13:37:16,fertilizer_water,27.0,25.0,3.453316666805179,3.5546250000000006,,22.625
2026-03-15T13:37:27,fertilizer_water,27.0,25.0,3.3187666668059066,3.5677499999999998,,22.625
2026-03-15T13:37:38,fertilizer_water,27.0,25.0,3.299216666806018,3.5694375,,22.625
2026-03-15T13:37:49,fertilizer_water,27.1,25.0,3.301516666806002,3.5683124999999998,,22.625
2026-03-15T13:38:00,fertilizer_water,,,3.3187666668059066,3.5791874999999997,,22.625
2026-03-15T13:38:12,fertilizer_water,27.1,25.0,3.2900166668060677,3.5548124999999997,,22.625
2026-03-15T13:38:23,fertilizer_water,27.1,25.0,3.286566666806088,3.571125,,22.625
2026-03-15T13:38:34,fertilizer_water,27.1,25.0,3.4234166668053447,3.5694375,,22.625
2026-03-15T13:38:45,fertilizer_water,27.2,25.0,3.379716666805578,3.5536874999999997,,22.625
2026-03-15T13:38:56,fertilizer_water,27.3,25.0,3.368216666805644,3.5754374999999996,,22.687
2026-03-15T13:39:07,fertilizer_water,27.3,25.0,3.3061166668059805,3.5716875,,22.625
2026-03-15T13:39:18,fertilizer_water,,,3.3210666668059012,3.58425,,22.625
2026-03-15T13:39:29,fertilizer_water,27.3,25.0,3.4245666668053367,3.5638125,,22.687
2026-03-15T13:39:40,fertilizer_water,27.3,25.0,3.418816666805366,3.553875,,22.687
2026-03-15T13:39:51,fertilizer_water,,,3.4625166668051257,3.579,,22.687
2026-03-15T13:40:02,fertilizer_water,27.4,25.0,3.3958166668054908,3.568875,,22.625
2026-03-15T13:40:14,fertilizer_water,27.4,25.0,3.4015666668054614,3.57225,,22.625
2026-03-15T13:40:25,fertilizer_water,,,3.294616666806043,3.5735625000000004,,22.625
2026-03-15T13:40:36,fertilizer_water,27.5,25.0,3.4671166668051043,3.5638125,,22.687
2026-03-15T13:40:47,fertilizer_water,,,3.463666666805125,3.5745,,22.687
2026-03-15T13:40:58,fertilizer_water,27.6,25.0,3.3509666668057356,3.5810625,,22.687
2026-03-15T13:41:09,fertilizer_water,27.6,25.0,3.4096166668054195,3.559875,,22.687
2026-03-15T13:41:20,fertilizer_water,27.6,25.0,3.453316666805179,3.581625,,22.687
2026-03-15T13:41:31,fertilizer_water,27.6,24.0,3.339466666805798,3.5769375000000005,,22.687
2026-03-15T13:41:42,fertilizer_water,27.6,24.0,3.4602166668051417,3.5535000000000005,,22.687
2026-03-15T13:41:53,fertilizer_water,27.7,24.0,3.4682666668051,3.5754374999999996,,22.687
2026-03-15T13:42:04,fertilizer_water,27.7,24.0,3.4544666668051747,3.5844375,,22.687
2026-03-15T13:42:15,fertilizer_water,27.7,24.0,3.4268666668053243,3.5784375,,22.687
2026-03-15T13:42:26,fertilizer_water,27.7,23.0,3.4498666668051996,3.5776874999999997,,22.687
2026-03-15T13:42:38,fertilizer_water,27.8,22.0,3.348666666805748,3.5761875,,22.687
2026-03-15T13:42:49,fertilizer_water,27.9,18.0,3.317616666805918,3.5773125,,22.687
2026-03-15T13:43:00,fertilizer_water,27.9,20.0,3.417666666805374,3.549375,,22.687
2026-03-15T13:43:11,fertilizer_water,28.0,20.0,3.353266666805723,3.58425,,22.687
2026-03-15T13:43:22,fertilizer_water,28.0,20.0,3.2900166668060677,3.5668125,,22.687
2026-03-15T13:43:33,fertilizer_water,,,3.2785166668061265,3.591,,22.75
2026-03-15T13:43:44,fertilizer_water,28.1,20.0,3.28771666680608,3.5724375000000004,,22.75
2026-03-15T13:43:55,fertilizer_water,,,3.4544666668051747,3.585375,,22.75
2026-03-15T13:44:06,fertilizer_water,28.2,20.0,3.4602166668051417,3.6011249999999997,,22.687
2026-03-15T13:44:17,fertilizer_water,28.2,20.0,3.4579166668051577,3.5941875000000003,,22.75
2026-03-15T13:44:28,fertilizer_water,,,3.3521166668057276,3.5660625,,22.75
2026-03-15T13:44:39,fertilizer_water,28.3,51.0,3.3164666668059226,3.58275,,22.75
2026-03-15T13:44:50,fertilizer_water,28.3,20.0,3.2785166668061265,3.5788124999999997,,22.75
