timestamp,water_type,air_temp_C,air_humidity_pct,pH,turbidity_voltage_V,turbidity_NTU,water_temp_C
2026-03-14T14:10:03,rb_water,23.1,22.0,7.182766666784911,3.8679375,5.009765625,22.562
2026-03-14T14:10:14,rb_water,23.1,22.0,7.267866666784448,3.9541875000000006,-8.466796875000114,22.562
2026-03-14T14:10:25,rb_water,23.0,35.0,7.3483666667840115,3.8518125,7.529296875,22.5
2026-03-14T14:10:36,rb_water,23.1,35.0,7.23796666678461,3.8551875,7.001953125,22.5
2026-03-14T14:10:47,rb_water,23.1,29.0,7.275916666784404,3.8625000000000003,5.859375,22.5
2026-03-14T14:10:58,rb_water,23.0,35.0,7.236816666784618,3.8900625,1.552734375,22.5
2026-03-14T14:11:09,rb_water,23.0,46.0,7.271316666784429,3.9508125000000005,-7.939453125000114,22.5
2026-03-14T14:11:21,rb_water,23.1,46.0,7.309266666784222,3.8506875,7.705078125,22.5
2026-03-14T14:11:32,rb_water,23.1,46.0,7.170116666784981,3.8480625,8.115234375,22.5
2026-03-14T14:11:43,rb_water,23.1,22.0,7.294316666784306,3.847125,8.26171875,22.5
2026-03-14T14:11:54,rb_water,23.1,46.0,7.335716666784082,3.8476875,8.173828125,22.5
2026-03-14T14:12:05,rb_water,23.1,22.0,7.282816666784369,3.8469375,8.291015625,22.5
2026-03-14T14:12:16,rb_water,23.1,22.0,7.213816666784741,3.8475,8.203125,22.5
2026-03-14T14:12:27,rb_water,23.1,46.0,7.170116666784981,3.8445,8.671875,22.5
2026-03-14T14:12:38,rb_water,23.1,46.0,7.234516666784629,3.8418750000000004,9.082031249999886,22.5
2026-03-14T14:12:49,rb_water,23.1,22.0,7.338016666784068,3.8401875000000003,9.345703125,22.5
2026-03-14T14:13:00,rb_water,23.1,29.0,7.170116666784981,3.8398125,9.404296875,22.5
2026-03-14T14:13:11,rb_water,23.1,35.0,7.272466666784423,3.8386875,9.580078125,22.5
2026-03-14T14:13:22,rb_water,23.1,35.0,7.335716666784082,3.8385000000000002,9.609375,22.5
2026-03-14T14:13:33,rb_water,23.1,35.0,7.19771666678483,3.8394375,9.462890625,22.5
2026-03-14T14:13:44,rb_water,23.1,22.0,7.334566666784086,3.8281875000000003,11.220703125,22.5
2026-03-14T14:13:56,rb_water,23.2,46.0,7.1781666667849375,3.8443125,8.701171875,22.5
2026-03-14T14:14:07,rb_water,23.2,35.0,7.3437666667840364,3.8428125,8.935546875,22.5
2026-03-14T14:14:18,rb_water,23.1,22.0,7.212666666784749,3.8418750000000004,9.082031249999886,22.5
2026-03-14T14:14:29,rb_water,23.1,46.0,7.251766666784535,3.84,9.375,22.5
2026-03-14T14:14:40,rb_water,23.1,29.0,7.347216666784018,3.8396250000000003,9.43359375,22.5
2026-03-14T14:14:51,rb_water,23.2,22.0,7.1850666667849,3.8390625000000003,9.521484375,22.5
2026-03-14T14:15:02,rb_water,23.2,29.0,7.339166666784061,3.8386875,9.580078125,22.5
2026-03-14T14:15:13,rb_water,23.2,35.0,7.239116666784604,3.8375624999999998,9.755859375,22.5
2026-03-14T14:15:24,rb_water,23.2,22.0,7.186216666784892,3.8371874999999998,9.814453125,22.5
2026-03-14T14:15:35,rb_water,23.2,22.0,7.30581666678424,3.838125,9.66796875,22.5
2026-03-14T14:15:46,rb_water,23.2,26.0,7.205766666784786,3.8394375,9.462890625,22.5
2026-03-14T14:15:57,rb_water,23.2,46.0,7.296616666784294,3.8386875,9.580078125,22.5
2026-03-14T14:16:08,rb_water,23.2,46.0,7.285116666784356,3.8398125,9.404296875,22.5
2026-03-14T14:16:19,rb_water,23.2,22.0,7.1942666667848485,3.8386875,9.580078125,22.5
2026-03-14T14:16:31,rb_water,23.2,22.0,7.272466666784423,3.8356875,10.048828125,22.5
2026-03-14T14:16:42,rb_water,23.2,26.0,7.204616666784792,3.8360624999999997,9.990234375,22.437
2026-03-14T14:16:53,rb_water,23.2,20.0,7.254066666784523,3.8354999999999997,10.078125,22.5
2026-03-14T14:17:04,rb_water,23.2,22.0,7.254066666784523,3.835125,10.13671875,22.5
2026-03-14T14:17:15,rb_water,23.2,46.0,7.2103666667847595,3.8353125000000006,10.107421874999886,22.5
2026-03-14T14:17:26,rb_water,23.2,29.0,7.1942666667848485,3.8349374999999997,10.166015625,22.5
2026-03-14T14:17:37,rb_water,23.2,20.0,7.217266666784722,3.8386875,9.580078125,22.437
2026-03-14T14:17:48,rb_water,23.2,29.0,7.347216666784018,3.8405625,9.287109375,22.5
2026-03-14T14:17:59,rb_water,23.1,20.0,7.356416666783968,3.8420625,9.052734375,22.5
2026-03-14T14:18:10,rb_water,23.1,46.0,7.30466666678425,3.843375,8.84765625,22.437
2026-03-14T14:18:21,rb_water,23.2,20.0,7.356416666783968,3.8461875,8.408203125,22.5
2026-03-14T14:18:32,rb_water,23.1,46.0,7.356416666783968,3.8508750000000003,7.67578125,22.437
2026-03-14T14:18:43,rb_water,23.1,35.0,7.308116666784231,3.8544375000000004,7.119140624999886,22.5
2026-03-14T14:18:54,rb_water,23.1,29.0,7.356416666783968,3.8638125,5.654296875,22.437
2026-03-14T14:19:06,rb_water,23.1,26.0,7.236816666784618,3.8812499999999996,2.9296875,22.437
2026-03-14T14:19:17,rb_water,23.2,46.0,7.257516666784504,3.8911875,1.376953125,22.437
2026-03-14T14:19:28,rb_water,23.1,35.0,7.196566666784836,3.8671875,5.126953125,22.437
2026-03-14T14:19:39,rb_water,23.1,46.0,7.357566666783958,3.8656875,5.361328125,22.437
2026-03-14T14:19:50,rb_water,23.1,46.0,7.234516666784629,3.8737500000000002,4.1015625,22.437
2026-03-14T14:20:01,rb_water,23.1,22.0,7.354116666783977,3.892125,1.23046875,22.437
2026-03-14T14:20:12,rb_water,,,7.200016666784817,3.9206250000000002,-3.22265625,22.5
2026-03-14T14:20:23,rb_water,23.1,35.0,7.339166666784061,3.8966250000000002,0.52734375,22.437
2026-03-14T14:20:34,rb_water,23.1,46.0,7.220716666784703,3.9163125,-2.548828125,22.437
2026-03-14T14:20:45,rb_water,23.1,46.0,7.342616666784043,4.2860625,-60.322265625,22.437
2026-03-14T14:20:56,rb_water,23.1,20.0,7.28626666678435,4.34475,-69.4921875,22.437
2026-03-14T14:21:07,rb_water,23.1,20.0,7.359866666783949,4.227,-51.09375,22.437
2026-03-14T14:21:18,rb_water,23.1,29.0,7.321916666784157,3.9125625,-1.962890625,22.437
2026-03-14T14:21:29,rb_water,23.1,20.0,7.282816666784369,3.897,0.46875,22.437
2026-03-14T14:21:41,rb_water,23.1,20.0,7.227616666784666,3.891375,1.34765625,22.437
2026-03-14T14:21:52,rb_water,23.1,26.0,7.269016666784442,3.8895,1.640625,22.437
2026-03-14T14:22:03,rb_water,23.1,26.0,7.25636666678451,3.8855625,2.255859375,22.437
2026-03-14T14:22:14,rb_water,23.1,20.0,7.342616666784043,3.8791875,3.251953125,22.437
2026-03-14T14:22:25,rb_water,23.1,46.0,7.275916666784404,3.82425,11.8359375,22.437
2026-03-14T14:22:36,rb_water,23.1,46.0,7.2092166667847675,3.8789999999999996,3.2812500000001137,22.437
2026-03-14T14:22:47,rb_water,23.1,26.0,7.369066666783899,3.8836875,2.548828125,22.437
2026-03-14T14:22:58,rb_water,23.1,20.0,7.366766666783912,3.8925,1.171875,22.437
2026-03-14T14:23:09,rb_water,23.1,26.0,7.354116666783977,3.9144375,-2.255859375,22.437
2026-03-14T14:23:20,rb_water,23.1,46.0,7.255216666784516,4.1392500000000005,-37.382812500000114,22.437
2026-03-14T14:23:31,rb_water,23.1,20.0,7.196566666784836,3.9509999999999996,-7.968749999999886,22.437
2026-03-14T14:23:42,rb_water,23.1,29.0,7.2644166667844665,4.19925,-46.7578125,22.437
2026-03-14T14:23:53,rb_water,23.1,46.0,7.366766666783912,3.9279375000000005,-4.365234375000114,22.437
2026-03-14T14:24:04,rb_water,23.1,29.0,7.252916666784529,3.9166875,-2.607421875,22.437
2026-03-14T14:24:16,rb_water,23.1,29.0,7.19771666678483,3.9251250000000004,-3.9257812500001137,22.437
2026-03-14T14:24:27,rb_water,23.0,46.0,7.231066666784647,3.9314999999999998,-4.921875,22.375
2026-03-14T14:24:38,rb_water,23.1,22.0,7.355266666783974,3.9369375,-5.771484375,22.437
2026-03-14T14:24:49,rb_water,23.1,29.0,7.30581666678424,3.936,-5.625,22.437
2026-03-14T14:25:00,rb_water,23.1,22.0,7.27476666678441,3.940875,-6.38671875,22.437
2026-03-14T14:25:11,rb_water,23.1,46.0,7.213816666784741,3.9556875000000002,-8.701171875,22.437
2026-03-14T14:25:22,rb_water,23.0,46.0,7.365616666783918,4.027875,-19.98046875,22.437
2026-03-14T14:25:33,rb_water,23.0,26.0,7.280516666784381,3.98625,-13.4765625,22.437
2026-03-14T14:25:44,rb_water,23.1,46.0,7.201166666784811,3.9628125,-9.814453125,22.437
2026-03-14T14:25:55,rb_water,23.1,20.0,7.270166666784435,4.0681875,-26.279296874999886,22.437
2026-03-14T14:26:06,rb_water,23.1,46.0,7.358716666783955,4.0494375,-23.349609375,22.437
2026-03-14T14:26:17,rb_water,23.1,22.0,7.231066666784647,4.0490625,-23.291015625,22.437
2026-03-14T14:26:28,rb_water,23.1,20.0,7.208066666784774,3.9901874999999998,-14.091796875,22.437
2026-03-14T14:26:39,rb_water,23.1,29.0,7.3633166667839305,3.9905625000000002,-14.150390625,22.375
2026-03-14T14:26:51,rb_water,23.1,46.0,7.266716666784454,3.9682500000000003,-10.6640625,22.375
2026-03-14T14:27:02,rb_water,23.1,46.0,7.24716666678456,3.9729375,-11.396484375,22.375
2026-03-14T14:27:13,rb_water,23.1,20.0,7.372516666783879,4.0164375,-18.193359375,22.437
2026-03-14T14:27:24,rb_water,23.1,46.0,7.203466666784799,3.9931875000000003,-14.560546875,22.437
2026-03-14T14:27:35,rb_water,23.1,22.0,7.371366666783885,4.30275,-62.929687499999886,22.375
2026-03-14T14:27:46,rb_water,23.1,20.0,7.2103666667847595,4.4765625,-90.087890625,22.375
2026-03-14T14:27:57,rb_water,23.1,46.0,7.358716666783955,4.3543125,-70.986328125,22.437
2026-03-14T14:28:08,rb_water,23.2,26.0,7.27476666678441,4.2433125,-53.642578125,22.375
2026-03-14T14:28:19,rb_water,23.2,26.0,7.3437666667840364,4.149,-38.90625,22.375
2026-03-14T14:28:30,rb_water,23.2,26.0,7.2598166667844914,3.9504374999999996,-7.880859374999886,22.375
2026-03-14T14:28:41,rb_water,23.2,29.0,7.395516666783754,3.91425,-2.2265625,22.375
2026-03-14T14:28:52,rb_water,23.2,22.0,7.232216666784641,3.9073125000000006,-1.1425781250001137,22.375
2026-03-14T14:29:03,rb_water,23.2,46.0,7.389766666783785,3.9024374999999996,-0.3808593749998863,22.375
2026-03-14T14:29:14,rb_water,23.2,46.0,7.3334166667840925,3.9020625,-0.322265625,22.375
2026-03-14T14:29:26,rb_water,23.2,46.0,7.243716666784582,3.9029999999999996,-0.4687499999998863,22.375
2026-03-14T14:29:37,rb_water,23.2,20.0,7.308116666784231,3.9050625000000005,-0.7910156250001137,22.375
2026-03-14T14:29:48,rb_water,23.2,29.0,7.380566666783837,3.9133125,-2.080078125,22.375
2026-03-14T14:29:59,rb_water,23.2,26.0,7.426566666783586,3.9335625,-5.244140625,22.375
2026-03-14T14:30:10,rb_water,23.2,46.0,7.389766666783785,4.006875,-16.69921875,22.375
2026-03-14T14:30:21,rb_water,23.2,46.0,7.269016666784442,4.4424375000000005,-84.75585937500011,22.375
2026-03-14T14:30:32,rb_water,23.2,46.0,7.306966666784238,4.3745625,-74.150390625,22.375
2026-03-14T14:30:43,rb_water,23.2,46.0,7.338016666784068,4.4270625,-82.353515625,22.375
2026-03-14T14:30:54,rb_water,23.3,28.0,7.357566666783958,4.203,-47.34375,22.437
2026-03-14T14:31:05,rb_water,23.3,45.0,7.3334166667840925,4.030125,-20.33203125,22.375
2026-03-14T14:31:16,rb_water,23.3,26.0,7.377116666783856,4.4955,-93.046875,22.375
2026-03-14T14:31:27,rb_water,23.3,26.0,7.46796666678336,4.4664375000000005,-88.50585937500011,22.437
2026-03-14T14:31:38,rb_water,23.3,45.0,7.309266666784222,4.4266875,-82.294921875,22.375
2026-03-14T14:31:50,rb_water,23.3,20.0,7.478316666783304,4.224,-50.625,22.375
2026-03-14T14:32:01,rb_water,23.3,28.0,7.317316666784182,4.469250000000001,-88.94531250000011,22.437
2026-03-14T14:32:12,rb_water,23.4,45.0,7.492116666783231,4.4701875,-89.091796875,22.375
2026-03-14T14:32:23,rb_water,23.4,28.0,7.34491666678403,4.4308125,-82.939453125,22.375
2026-03-14T14:32:34,rb_water,23.4,45.0,7.487516666783256,4.0438125,-22.470703124999886,22.375
2026-03-14T14:32:45,rb_water,23.4,20.0,7.37596666678386,4.3070625,-63.603515625,22.437
2026-03-14T14:32:56,rb_water,23.4,20.0,7.499016666783193,4.0876875,-29.326171875,22.437
2026-03-14T14:33:07,rb_water,23.4,20.0,7.417366666783636,4.14075,-37.6171875,22.437
2026-03-14T14:33:18,rb_water,23.4,35.0,7.412766666783661,4.445812500000001,-85.28320312500011,22.437
2026-03-14T14:33:29,rb_water,23.4,45.0,7.530066666783023,4.44075,-84.49218750000011,22.437
2026-03-14T14:33:40,rb_water,23.4,20.0,7.381716666783829,4.444687500000001,-85.10742187500011,22.375
2026-03-14T14:33:51,rb_water,23.4,45.0,7.443816666783494,4.439625,-84.31640625000011,22.375
2026-03-14T14:34:02,rb_water,23.4,28.0,7.548466666782923,4.435499999999999,-83.67187499999989,22.437
2026-03-14T14:34:13,rb_water,23.4,20.0,7.503616666783168,4.427250000000001,-82.38281250000011,22.437
2026-03-14T14:34:25,rb_water,23.5,28.0,7.450716666783457,4.32975,-67.1484375,22.437
2026-03-14T14:34:36,rb_water,23.5,20.0,7.417366666783636,4.3929375,-77.02148437500011,22.437
2026-03-14T14:34:47,rb_water,23.5,28.0,7.408166666783686,4.3891875,-76.435546875,22.375
2026-03-14T14:34:58,rb_water,23.5,20.0,7.527766666783037,4.2465,-54.140625,22.437
2026-03-14T14:35:09,rb_water,23.5,28.0,7.564566666782836,4.140562500000001,-37.587890625000114,22.437
2026-03-14T14:35:20,rb_water,23.5,22.0,7.431166666783561,3.994125,-14.70703125,22.375
2026-03-14T14:35:31,rb_water,23.5,35.0,7.580666666782749,3.8911875,1.376953125,22.437
2026-03-14T14:35:42,rb_water,23.5,20.0,7.432316666783555,3.8724374999999998,4.306640625,22.375
2026-03-14T14:35:53,rb_water,23.4,45.0,7.6013666667826385,3.8587500000000006,6.445312499999886,22.375
2026-03-14T14:36:04,rb_water,23.4,22.0,7.456466666783422,3.8608125,6.123046875,22.375
2026-03-14T14:36:15,rb_water,23.4,22.0,7.559966666782861,3.8656875,5.361328125,22.375
2026-03-14T14:36:26,rb_water,23.4,45.0,7.580666666782749,3.868875,4.86328125,22.437
2026-03-14T14:36:37,rb_water,23.4,28.0,7.4518666667834506,3.8559375000000005,6.884765624999886,22.437
2026-03-14T14:36:48,rb_water,23.4,22.0,7.562266666782849,3.8503125000000002,7.763671875,22.375
2026-03-14T14:37:00,rb_water,23.4,22.0,7.612866666782576,3.8542500000000004,7.148437499999886,22.375
2026-03-14T14:37:11,rb_water,23.4,45.0,7.481766666783287,3.8446875,8.642578125,22.375
2026-03-14T14:37:22,rb_water,23.3,35.0,7.530066666783023,3.8527500000000003,7.3828125,22.375
2026-03-14T14:37:33,rb_water,23.4,28.0,7.630116666782479,3.8521875000000003,7.470703125,22.375
2026-03-14T14:37:44,rb_water,23.3,45.0,7.471416666783341,3.856875,6.73828125,22.375
2026-03-14T14:37:55,rb_water,23.3,45.0,7.634716666782454,3.8596875,6.298828125,22.375
2026-03-14T14:38:06,rb_water,23.3,22.0,7.561116666782855,3.86175,5.9765625,22.375
2026-03-14T14:38:17,rb_water,23.3,28.0,7.496716666783206,3.8638125,5.654296875,22.375
2026-03-14T14:38:28,rb_water,23.3,28.0,7.649666666782375,3.8671875,5.126953125,22.375
2026-03-14T14:38:39,rb_water,23.3,22.0,7.512816666783118,3.8679375,5.009765625,22.375
2026-03-14T14:38:50,rb_water,23.3,22.0,7.6036666667826225,3.8715,4.453125,22.375
2026-03-14T14:39:01,rb_water,23.2,46.0,7.602516666782632,3.8756250000000003,3.80859375,22.375
2026-03-14T14:39:12,rb_water,23.2,46.0,7.503616666783168,3.8838750000000006,2.5195312499998863,22.375
2026-03-14T14:39:23,rb_water,23.2,35.0,7.661166666782313,3.910875,-1.69921875,22.375
2026-03-14T14:39:35,rb_water,23.2,20.0,7.493266666783224,3.8979375000000003,0.322265625,22.375
2026-03-14T14:39:46,rb_water,23.2,29.0,7.662316666782303,3.8968125000000002,0.498046875,22.375
2026-03-14T14:39:57,rb_water,23.3,28.0,7.512816666783118,3.9005625000000004,-0.08789062500011369,22.375
2026-03-14T14:40:08,rb_water,23.2,29.0,7.571466666782799,3.9269999999999996,-4.218749999999886,22.375
2026-03-14T14:40:19,rb_water,23.2,22.0,7.500166666783187,4.2763125,-58.798828125000114,22.375
2026-03-14T14:40:30,rb_water,23.2,22.0,7.653116666782356,4.4608125,-87.626953125,22.375
2026-03-14T14:40:41,rb_water,23.2,29.0,7.660016666782315,4.4535,-86.484375,22.375
2026-03-14T14:40:52,rb_water,23.3,35.0,7.6036666667826225,4.2489375,-54.521484375,22.375
2026-03-14T14:41:03,rb_water,23.3,22.0,7.522016666783067,4.0546875,-24.169921875,22.375
2026-03-14T14:41:14,rb_water,23.3,28.0,7.513966666783112,4.2504375,-54.755859375,22.375
2026-03-14T14:41:25,rb_water,23.3,20.0,7.6036666667826225,4.342125,-69.08203125,22.375
2026-03-14T14:41:36,rb_water,23.3,45.0,7.679566666782209,4.4593125,-87.392578125,22.375
2026-03-14T14:41:47,rb_water,23.3,35.0,7.619766666782539,4.405125,-78.92578125,22.375
2026-03-14T14:41:58,rb_water,23.3,28.0,7.5174166667830935,4.4430000000000005,-84.84375000000011,22.375
2026-03-14T14:42:10,rb_water,23.3,45.0,7.684166666782186,4.3329375,-67.646484375,22.375
2026-03-14T14:42:21,rb_water,23.4,35.0,7.528916666783029,4.4195625000000005,-81.18164062500011,22.375
2026-03-14T14:42:32,rb_water,23.3,28.0,7.6738166667822405,4.4124375,-80.068359375,22.375
2026-03-14T14:42:43,rb_water,23.3,35.0,7.549616666782917,4.4075625,-79.306640625,22.375
2026-03-14T14:42:54,rb_water,23.4,20.0,7.6876166667821675,4.4083125,-79.423828125,22.375
2026-03-14T14:43:05,rb_water,23.4,22.0,7.531216666783019,4.4064375,-79.130859375,22.375
2026-03-14T14:43:16,rb_water,23.4,28.0,7.689916666782155,4.414125,-80.33203125,22.375
2026-03-14T14:43:27,rb_water,23.4,35.0,7.545016666782942,4.4158125,-80.595703125,22.375
2026-03-14T14:43:38,rb_water,23.4,35.0,7.681866666782199,4.4180625,-80.94726562499989,22.375
2026-03-14T14:43:49,rb_water,23.4,35.0,7.62436666678251,4.345875,-69.66796875000011,22.375
2026-03-14T14:44:00,rb_water,23.4,45.0,7.555366666782886,3.934875,-5.44921875,22.375
2026-03-14T14:44:11,rb_water,23.5,26.0,7.708316666782055,3.9206250000000002,-3.22265625,22.375
2026-03-14T14:44:22,rb_water,23.4,22.0,7.545016666782942,3.9240000000000004,-3.7500000000001137,22.375
2026-03-14T14:44:34,rb_water,23.4,28.0,7.650816666782369,4.2676875,-57.451171875,22.375
2026-03-14T14:44:45,rb_water,23.4,28.0,7.708316666782055,4.130625,-36.03515625,22.375
2026-03-14T14:44:56,rb_water,23.4,28.0,7.70371666678208,4.173,-42.65625,22.375
2026-03-14T14:45:07,rb_water,23.4,22.0,7.645066666782396,4.2515625,-54.931640625,22.375
2026-03-14T14:45:18,rb_water,23.4,22.0,7.564566666782836,4.177687499999999,-43.388671874999886,22.375
2026-03-14T14:45:29,rb_water,23.4,35.0,7.724416666781968,3.9313124999999998,-4.892578125,22.375
2026-03-14T14:45:40,rb_water,23.4,35.0,7.561116666782855,3.8986875,0.205078125,22.375
2026-03-14T14:45:51,rb_water,23.4,45.0,7.724416666781968,3.8874375,1.962890625,22.375
2026-03-14T14:46:02,rb_water,23.4,28.0,7.617466666782548,3.8838750000000006,2.5195312499998863,22.375
2026-03-14T14:46:13,rb_water,23.4,28.0,7.593316666782679,3.888375,1.81640625,22.375
2026-03-14T14:46:24,rb_water,23.4,35.0,7.727866666781949,3.8949375,0.791015625,22.375
2026-03-14T14:46:35,rb_water,23.4,28.0,7.6738166667822405,3.89925,0.1171875,22.375
2026-03-14T14:46:46,rb_water,23.3,22.0,7.570316666782805,3.9046874999999996,-0.732421875,22.312
2026-03-14T14:46:57,rb_water,23.3,35.0,7.724416666781968,3.9433124999999998,-6.767578125,22.375
2026-03-14T14:47:09,rb_water,23.3,28.0,7.588716666782705,3.9791250000000002,-12.36328125,22.375
2026-03-14T14:47:20,rb_water,23.4,45.0,7.7416666667818745,3.9301875000000006,-4.716796875000114,22.375
2026-03-14T14:47:31,rb_water,23.4,22.0,7.594466666782674,3.9322500000000002,-5.0390625,22.375
2026-03-14T14:47:42,rb_water,23.3,45.0,7.6588666667823215,3.978,-12.1875,22.375
2026-03-14T14:47:53,rb_water,23.3,22.0,7.711766666782037,3.91575,-2.4609375,22.375
2026-03-14T14:48:04,rb_water,23.4,22.0,7.626666666782498,3.9069374999999997,-1.083984375,22.375
2026-03-14T14:48:15,rb_water,23.3,22.0,7.748566666781837,3.908625,-1.34765625,22.375
2026-03-14T14:48:26,rb_water,23.3,22.0,7.5875666667827115,3.892125,1.23046875,22.375
2026-03-14T14:48:37,rb_water,23.3,35.0,7.754316666781804,3.8795624999999996,3.1933593750001137,22.375
2026-03-14T14:48:48,rb_water,23.3,35.0,7.650816666782369,3.8724374999999998,4.306640625,22.375
2026-03-14T14:48:59,rb_water,23.3,20.0,7.647366666782387,3.8720625,4.365234375,22.375
2026-03-14T14:49:10,rb_water,23.3,35.0,7.753166666781812,3.8698125,4.716796875,22.375
2026-03-14T14:49:21,rb_water,23.3,35.0,7.599066666782651,3.8690625,4.833984375,22.312
2026-03-14T14:49:32,rb_water,23.3,22.0,7.755466666781798,3.8715,4.453125,22.375
2026-03-14T14:49:44,rb_water,23.3,28.0,7.676116666782228,3.8823749999999997,2.75390625,22.375
2026-03-14T14:49:55,rb_water,23.3,22.0,7.668066666782275,3.9376875,-5.888671875,22.312
2026-03-14T14:50:06,rb_water,23.3,35.0,7.769266666781723,3.8941875,0.908203125,22.375
2026-03-14T14:50:17,rb_water,23.3,35.0,7.665766666782284,3.888375,1.81640625,22.375
2026-03-14T14:50:28,rb_water,23.2,22.0,7.6876166667821675,3.885,2.34375,22.375
2026-03-14T14:50:39,rb_water,23.2,46.0,7.727866666781949,3.8866875,2.080078125,22.312
2026-03-14T14:50:50,rb_water,23.2,22.0,7.614016666782566,3.8887500000000004,1.7578124999998863,22.312
2026-03-14T14:51:01,rb_water,23.3,28.0,7.758916666781779,3.8885625,1.787109375,22.312
2026-03-14T14:51:12,rb_water,23.3,22.0,7.745116666781856,3.8878125,1.904296875,22.312
2026-03-14T14:51:23,rb_water,23.2,29.0,7.611716666782579,3.8893125000000004,1.6699218749998863,22.375
2026-03-14T14:51:34,rb_water,23.2,29.0,7.737066666781898,3.8915625,1.318359375,22.375
2026-03-14T14:51:45,rb_water,23.2,29.0,7.710616666782043,3.8904375,1.494140625,22.375
2026-03-14T14:51:56,rb_water,23.2,22.0,7.6715166667822565,3.89325,1.0546875,22.312
2026-03-14T14:52:07,rb_water,23.2,22.0,7.781916666781655,3.89475,0.8203125,22.312
2026-03-14T14:52:19,rb_water,23.2,35.0,7.660016666782315,3.894,0.9375,22.312
2026-03-14T14:52:30,rb_water,23.2,46.0,7.695666666782124,3.8949375,0.791015625,22.312
2026-03-14T14:52:41,rb_water,23.2,46.0,7.770416666781717,3.8934375,1.025390625,22.312
2026-03-14T14:52:52,rb_water,23.2,46.0,7.6588666667823215,3.8938125,0.966796875,22.312
2026-03-14T14:53:03,rb_water,23.2,46.0,7.62321666678252,3.892875,1.11328125,22.312
2026-03-14T14:53:14,rb_water,23.2,46.0,7.662316666782303,3.8934375,1.025390625,22.312
2026-03-14T14:53:25,rb_water,23.2,29.0,7.755466666781798,3.8973750000000003,0.41015625,22.312
2026-03-14T14:53:36,rb_water,23.2,35.0,7.788816666781615,3.9118125,-1.845703125,22.312
2026-03-14T14:53:47,rb_water,23.2,35.0,7.795716666781578,3.8986875,0.205078125,22.312
2026-03-14T14:53:58,rb_water,23.2,29.0,7.7416666667818745,3.8895,1.640625,22.312
2026-03-14T14:54:09,rb_water,23.2,35.0,7.697966666782111,3.8846249999999998,2.40234375,22.312
2026-03-14T14:54:20,rb_water,23.2,46.0,7.666916666782278,3.8840624999999998,2.490234375,22.312
2026-03-14T14:54:31,rb_water,23.2,20.0,7.641616666782419,3.888375,1.81640625,22.312
2026-03-14T14:54:42,rb_water,23.2,46.0,7.7727166667817045,3.9001875000000004,-0.029296875,22.312
2026-03-14T14:54:54,rb_water,23.2,20.0,7.637016666782442,3.913125,-2.05078125,22.312
2026-03-14T14:55:05,rb_water,23.2,46.0,7.6565666667823375,3.9485625000000004,-7.587890625000114,22.312
